,Nome,UfEndereco,ReceitaSituacao,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaSituacaoEspecial,ReceitaCapitalSocial,OpcaoTributaria,Porte,ReceitaAtividade,cnpj,Faturamento,Funcionarios,TotalProtesto,ValorProtesto
696,MOVEIS WELFARE LTDA,RS,INAPTA,2003-10-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,LUCRO REAL,DEMAIS,,05.926.022/0001-09,de 4.800.000 até 10.000.000,de 50 até 100,768,"1.869.602,26"
697,NANGE CONFECCOES LTDA,SC,ATIVA,1984-11-06T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1626000.0,LUCRO PRESUMIDO,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",78.611.928/0001-08,de 4.800.000 até 10.000.000,de 100 até 500,0,-
698,NASA INDUSTRIAL IMPORTACAO E EXPORTACAO DE MANUFATURADOS EIRELI,SC,ATIVA,1988-12-01T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,740000.0,LUCRO REAL,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",80.976.053/0001-81,de 10.000.000 até 30.000.000,de 50 até 100,0,-
699,NIVAN CALCADOS LTDA.,SC,ATIVA,1996-08-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,30000.0,LUCRO REAL,DEMAIS,"15.31-9/01 Fabricação de calçados de couro
",01.408.635/0001-95,de 1.500.000 até 4.800.000,de 10 até 50,0,-
700,ARBRAS MAQUINAS PARA ENGARRAFADORES EIRELI,RS,ATIVA,1993-01-26T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,519000.0,LUCRO REAL,DEMAIS,"74.90-1/04 Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários
",68.736.073/0001-80,de 1.500.000 até 4.800.000,de 100 até 500,265,"1.799.605,65"
701,NOVUS - PRODUTOS ELETRONICOS LTDA,RS,ATIVA,1982-05-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,21000000.0,LUCRO PRESUMIDO,DEMAIS,"26.51-5/00 Fabricação de aparelhos e equipamentos de medida, teste e controle
",88.176.995/0001-97,de 30.000.000 até 100.000.000,de 100 até 500,0,-
702,NUTRIFRIOS COMERCIAL DE ALIMENTOS LTDA,SC,ATIVA,1987-02-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,720000.0,LUCRO REAL,DEMAIS,"46.39-7/01 Comércio atacadista de produtos alimentícios em geral
",79.902.888/0001-08,de 30.000.000 até 100.000.000,de 50 até 100,0,-
703,PAMPLASTIC INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS EIRELI,SC,ATIVA,1999-03-06T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresári,,2000000.0,,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",03.032.577/0001-73,de 1.500.000 até 4.800.000,de 10 até 50,0,-
704,PLASC - PLASTICOS SANTA CATARINA LTDA,SC,ATIVA,1986-07-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,25676983.0,LUCRO REAL,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",79.427.589/0001-69,de 30.000.000 até 100.000.000,de 100 até 500,153,"2.359.438,98"
705,PLASTICOS DO PARANA LTDA,PR,ATIVA,1979-01-19T00:00:00.000,206-2 - Sociedade Empresária Limitada,,21083539.0,LUCRO REAL,DEMAIS,"13.59-6/00 Fabricação de outros produtos têxteis não especificados anteriormente
",77.965.077/0001-20,de 10.000.000 até 30.000.000,de 100 até 500,0,-
706,PLASTICOS MAUA - SUL LTDA,SC,ATIVA,1999-12-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2000000.0,LUCRO PRESUMIDO,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",03.579.464/0001-92,de 10.000.000 até 30.000.000,de 50 até 100,?,
707,PLASTILIT PRODUTOS PLASTICOS DO PARANA S/A,PR,ATIVA,1988-03-23T00:00:00.000,205-4 - Sociedade Anônima Fechada,,24946349.24,LUCRO REAL,DEMAIS,"22.23-4/00 Fabricação de tubos e acessórios de material plástico para uso na construção
",80.550.452/0001-86,de 100.000.000 até 300.000.000,de 100 até 500,0,-
708,POLYMER INDUSTRIA E COMERCIO DE PLASTICOS EIRELI,RS,ATIVA,1997-07-17T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,200000.0,,ME,"22.29-3/01 Fabricação de artefatos de material plástico para uso pessoal e doméstico
",01.978.934/0001-65,de 81.000 até 360.000,de 10 até 50,46,"2.243.486,79"
709,POLWAX INDUSTRIA QUIMICA LTDA,SC,ATIVA,1992-08-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,150000.0,LUCRO REAL,EPP,"20.61-4/00 Fabricação de sabões e detergentes sintéticos
",85.373.793/0001-47,de 1.500.000 até 4.800.000,de 10 até 50,45,"1.404.514,34"
710,ARTEFATOS DE MADEIRAS STOLF LTDA,SC,ATIVA,1987-02-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,250000.0,LUCRO REAL,DEMAIS,"16.29-3/01 Fabricação de artefatos diversos de madeira, exceto móveis
",79.906.426/0001-69,de 4.800.000 até 10.000.000,de 50 até 100,0,-
711,ARTEFATOS DE METAIS CONDOR LTDA,SP,ATIVA,1985-10-15T00:00:00.000,206-2 - Sociedade Empresária Limitada,,6489000.0,LUCRO PRESUMIDO,DEMAIS,"46.49-4/10 Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas
",90.463.704/0001-93,de 10.000.000 até 30.000.000,de 50 até 100,0,-
712,R. C. CONTI INDUSTRIA COMERCIO E CONFECCOES LTDA,SC,ATIVA,1998-04-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,300000.0,LUCRO REAL,DEMAIS,"14.11-8/01 Confecção de roupas íntimas
",02.473.096/0001-30,de 30.000.000 até 100.000.000,de 100 até 500,0,-
713,RSEN COMERCIO DE ARTIGOS TEXTEIS EIRELI,PR,ATIVA,1987-12-28T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,500000.0,LUCRO REAL,DEMAIS,"46.49-4/99 Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
",80.382.054/0001-06,de 10.000.000 até 30.000.000,de 100 até 500,70,"891.697,78"
714,RODASUL INDUSTRIA DE MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA,RS,ATIVA,1987-11-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,500000.0,,EPP,"28.33-0/00 Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação
",91.733.105/0001-05,de 1.500.000 até 4.800.000,de 10 até 50,176,"1.899.111,09"
715,ROHDEN PORTAS E ARTEFATOS DE MADEIRA LTDA,SC,ATIVA,1982-03-15T00:00:00.000,206-2 - Sociedade Empresária Limitada,,36258100.0,LUCRO REAL,DEMAIS,"16.22-6/02 Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais
",75.853.168/0001-49,de 100.000.000 até 300.000.000,de 100 até 500,0,-
716,RSBC REDE SULBRASILEIRA DE COMUNICACAO VISUAL S/A,RS,ATIVA,1998-02-16T00:00:00.000,205-4 - Sociedade Anônima Fechada,,1600000.0,LUCRO REAL,DEMAIS,"73.12-2/00 Agenciamento de espaços para publicidade, exceto em veículos de comunicação
",02.441.272/0001-52,de 10.000.000 até 30.000.000,de 50 até 100,64,"9.546.576,94"
717,SANDRINI INDUSTRIA E COMERCIO DE PLASTICOS EIRELI,SC,ATIVA,2002-04-03T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,200000.0,,EPP,"22.22-6/00 Fabricação de embalagens de material plástico
",05.036.544/0001-27,de 1.500.000 até 4.800.000,de 10 até 50,88,"3.193.335,65"
718,MERCO FITNESS BRASIL COMERCIO DE EQUIPAMENTOS PARA GINASTICA LTDA,SC,ATIVA,1990-06-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2040000.0,LUCRO REAL,DEMAIS,"46.49-4/99 Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
",82.099.029/0001-37,de 10.000.000 até 30.000.000,de 50 até 100,8,"695.462,46"
719,SAVIPLAST INDUSTRIA E COMERCIO DE PLASTICOS EIRELI,RS,ATIVA,1982-07-28T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,4571000.0,LUCRO REAL,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",88.305.719/0001-81,de 10.000.000 até 30.000.000,de 100 até 500,63,"5.229.977,69"
720,SEGALAS ALIMENTOS LTDA.,SC,ATIVA,1996-07-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,4000000.0,,DEMAIS,"46.39-7/01 Comércio atacadista de produtos alimentícios em geral
",01.333.984/0001-95,de 300.000.000 até 500.000.000,de 50 até 100,0,-
721,SELGRON INDUSTRIAL LTDA,SC,ATIVA,1991-08-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10285714.0,LUCRO PRESUMIDO,DEMAIS,"28.33-0/00 Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação
",85.121.820/0001-94,de 30.000.000 até 100.000.000,de 100 até 500,3,"95.991,16"
722,SERRA MORENA CORRETORA EIRELI,RS,ATIVA,1992-07-17T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,8300000.0,LUCRO REAL,DEMAIS,"46.11-7/00 Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos
",94.854.908/0001-06,de 100.000.000 até 300.000.000,acima de 500,0,-
723,SERVIPLAS INDUSTRIA E COMERCIO DE PLASTICOS EIRELI EM RECUPERACAO JUDICIAL,SC,ATIVA,1994-03-28T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresári,,600000.0,,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",86.967.163/0001-63,de 30.000.000 até 100.000.000,de 100 até 500,9,"8.534.827,17"
724,SIERRA MOVEIS LTDA,RS,ATIVA,1989-05-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,6907500.0,LUCRO REAL,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",92.726.785/0001-00,de 30.000.000 até 100.000.000,de 100 até 500,8,"5.633.790,92"
725,SULCATARINENSE MIN ARTEF DE CIM BRIT E CONSTRUCOES LTDA,SC,ATIVA,1983-04-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,92199120.0,LUCRO REAL,DEMAIS,"42.11-1/01 Construção de rodovias e ferrovias
",76.614.254/0001-61,de 30.000.000 até 100.000.000,de 100 até 500,156,"1.040.295,56"
726,PISMETAL METALURGICA E CONSTRUCOES EIRELI,RS,ATIVA,1995-06-05T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,1380000.0,LUCRO PRESUMIDO,DEMAIS,"25.11-0/00 Fabricação de estruturas metálicas
",00.637.771/0001-94,de 1.500.000 até 4.800.000,de 10 até 50,23,"404.897,06"
727,AUTOTRAVI BORRACHAS E PLASTICOS EIRELI,RS,ATIVA,1966-08-12T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,4313592.0,LUCRO REAL,DEMAIS,"22.19-6/00 Fabricação de artefatos de borracha não especificados  anteriormente 
",88.614.078/0001-47,de 30.000.000 até 100.000.000,de 100 até 500,131,"8.631.928,57"
728,FRICASA ALIMENTOS S/A,SC,ATIVA,1966-08-26T00:00:00.000,205-4 - Sociedade Anônima Fechada,,19001756.0,,DEMAIS,"10.13-9/01 Fabricação de produtos de carne
",83.188.110/0001-56,de 100.000.000 até 300.000.000,de 100 até 500,1,"168,38"
729,TAF DISTRIBUIDORA DE ALIMENTOS E BEBIDAS LTDA,SC,ATIVA,1991-04-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,7600000.0,LUCRO PRESUMIDO,DEMAIS,"46.91-5/00 Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios
",83.017.350/0001-98,de 100.000.000 até 300.000.000,de 100 até 500,0,-
730,TAF INDUSTRIA DE PLASTICOS LTDA,SC,ATIVA,1997-08-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,500000.0,,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",02.064.150/0001-94,de 100.000.000 até 300.000.000,de 100 até 500,0,-
731,THOMAS KL INDUSTRIA DE ALTO FALANTES SA,RS,ATIVA,1993-09-17T00:00:00.000,205-4 - Sociedade Anônima Fechada,,33418134.97,LUCRO REAL,DEMAIS,"26.40-0/00 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo
",73.367.575/0001-10,de 30.000.000 até 100.000.000,de 100 até 500,0,-
732,AELBRA EDUCACAO SUPERIOR - GRADUACAO E POS-GRADUACAO S.A. EM RECUPERACAO JUDICIAL,RS,ATIVA,1970-04-27T00:00:00.000,205-4 - Sociedade Anônima Fechada,RECUPERACAO JUDICIAL,5000.0,ISENTO,DEMAIS,"85.31-7/00 Educação superior - graduação
",88.332.580/0001-65,de 4.800.000 até 10.000.000,de 50 até 100,605,"73.039.887,31"
733,VIDROFORTE INDUSTRIA E COMERCIO DE VIDROS LTDA.,RS,ATIVA,1989-03-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,6000000.0,LUCRO REAL,DEMAIS,"23.11-7/00 Fabricação de vidro plano e de segurança
",92.639.954/0001-67,de 30.000.000 até 100.000.000,de 100 até 500,230,"18.188.080,72"
734,WIW DISTRIBUIDORA E LOGISTICA INTEGRADA DE ALIMENTOS LTDA,SC,ATIVA,2000-05-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,50000.0,LUCRO REAL,DEMAIS,"49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
",03.839.843/0001-74,de 4.800.000 até 10.000.000,de 50 até 100,?,
735,ZEN ACESSORIOS PARA MOVEIS LTDA,RS,ATIVA,2004-02-05T00:00:00.000,206-2 - Sociedade Empresária Limitada,,4500000.0,,DEMAIS,"25.42-0/00 Fabricação de artigos de serralheria, exceto esquadrias
",06.102.739/0001-90,de 4.800.000 até 10.000.000,de 50 até 100,0,-
736,PEROLA INDUSTRIA DE CALCADOS LTDA,RS,ATIVA,2003-09-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,,ME,"15.31-9/01 Fabricação de calçados de couro
",05.856.589/0001-48,de 81.000 até 360.000,de 10 até 50,0,-
737,DOHLER S.A.,SC,ATIVA,1966-08-08T00:00:00.000,204-6 - Sociedade Anônima Aberta,,225000000.0,LUCRO REAL,DEMAIS,"13.21-9/00 Tecelagem de fios de algodão
",84.683.408/0001-03,de 500.000.000 até 1.000.000.000,de 100 até 500,0,-
738,INTECNIAL S.A. - EM RECUPERACAO JUDICIAL,RS,ATIVA,1969-02-20T00:00:00.000,205-4 - Sociedade Anônima Fechada,RECUPERACAO JUDICIAL,45000000.0,LUCRO REAL,DEMAIS,"28.69-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
",89.432.702/0001-58,de 100.000.000 até 300.000.000,de 100 até 500,152,"32.580.761,89"
739,NOVO HORIZONTE ALUMINIOS LTDA,PR,ATIVA,1996-08-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,LUCRO REAL,EPP,"24.41-5/02 Produção de laminados de alumínio
",01.374.729/0001-90,de 10.000.000 até 30.000.000,de 100 até 500,0,-
740,PLASTICOS NOVEL DO PARANA LTDA.,PR,ATIVA,1987-10-15T00:00:00.000,206-2 - Sociedade Empresária Limitada,,18654577.0,,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",80.319.064/0001-99,de 10.000.000 até 30.000.000,de 100 até 500,1,"81.769,52"
741,INDUSTRIA DE PAPELAO HORLLE LTDA,PR,ATIVA,1971-12-20T00:00:00.000,206-2 - Sociedade Empresária Limitada,,6445000.0,LUCRO REAL,DEMAIS,"17.22-2/00 Fabricação de cartolina e papel-cartão
",76.489.533/0001-40,de 10.000.000 até 30.000.000,de 100 até 500,0,-
742,AMENBRA ALIMENTOS LTDA,PR,ATIVA,1998-05-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,LUCRO PRESUMIDO,DEMAIS,"10.99-6/99 Fabricação de outros produtos alimentícios não especificados anteriormente
",02.555.908/0001-97,de 10.000.000 até 30.000.000,de 50 até 100,14,"3.206.984,12"
743,W3 INDUSTRIA METALURGICA LTDA,PR,ATIVA,1989-01-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2000000.0,LUCRO REAL,DEMAIS,"31.02-1/00 Fabricação de móveis com predominância de metal
",81.114.803/0001-79,de 30.000.000 até 100.000.000,de 100 até 500,0,-
744,ERZEG INDUSTRIA ELETROELETRONICA LTDA,SC,ATIVA,2009-07-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1200000.0,,DEMAIS,"27.31-7/00 Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
",10.981.598/0001-09,de 10.000.000 até 30.000.000,de 50 até 100,0,"5.292,34"
745,LUVAS YELING EIRELI,PR,ATIVA,1980-11-12T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,3210000.0,LUCRO PRESUMIDO,DEMAIS,"32.92-2/02 Fabricação de equipamentos e acessórios para segurança pessoal e profissional
",75.126.979/0001-48,de 30.000.000 até 100.000.000,de 100 até 500,155,"2.016.506,30"
746,PESCATA DISTRIBUIDORA DE ALIMENTOS LTDA EM RECUPERACAO JUDICIAL,SC,ATIVA,2014-05-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,RECUPERACAO JUDICIAL,2396356.0,,DEMAIS,"46.39-7/01 Comércio atacadista de produtos alimentícios em geral
",20.308.036/0001-44,de 30.000.000 até 100.000.000,de 50 até 100,94,"4.701.447,74"
747,INDUSTRIA E COMERCIO DE MOVEIS BENTO B DA SILVA LTDA,RS,ATIVA,1985-01-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1200000.0,LUCRO REAL,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",90.148.016/0001-39,de 10.000.000 até 30.000.000,de 50 até 100,52,"5.507.902,26"
748,SINASC-SINALIZACAO E CONSERVACAO DE RODOVIAS LTDA,SC,ATIVA,1988-06-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10000000.0,LUCRO REAL,DEMAIS,"42.11-1/02 Pintura para sinalização em pistas rodoviárias e aeroportos
",80.700.024/0001-92,de 1.500.000 até 4.800.000,de 100 até 500,0,-
749,OLIVO S/A - PRODUTOS ELETRICOS,SC,ATIVA,2007-10-09T00:00:00.000,205-4 - Sociedade Anônima Fechada,,10000.0,,DEMAIS,"27.40-6/02 Fabricação de luminárias e outros equipamentos de iluminação
",09.134.437/0001-92,de 30.000.000 até 100.000.000,de 100 até 500,0,-
750,LINKPLAS INDUSTRIA DE PLASTICOS LTDA,SC,ATIVA,2002-04-12T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2000000.0,LUCRO PRESUMIDO,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",04.992.664/0001-35,de 30.000.000 até 100.000.000,de 100 até 500,0,-
751,COPAPEL COMERCIO E REPRESENTACOES DE PAPEL LTDA,SC,ATIVA,1976-05-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,480000.0,LUCRO PRESUMIDO,DEMAIS,"47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
",83.240.028/0001-23,de 30.000.000 até 100.000.000,de 50 até 100,0,-
752,DICLEO INDUSTRIA DE CALCADOS LTDA,RS,ATIVA,1996-05-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,300000.0,SIMPLES NACIONAL,DEMAIS,"22.29-3/02 Fabricação de artefatos de material plástico para usos industriais
",01.212.068/0001-05,de 1.500.000 até 4.800.000,de 10 até 50,0,-
753,MAX-INDUSTRIA METALURGICA LTDA,RS,ATIVA,1978-09-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1000000.0,LUCRO PRESUMIDO,DEMAIS,"28.29-1/99 Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
",89.568.224/0001-08,de 4.800.000 até 10.000.000,de 100 até 500,0,-
754,SOARESCIM INDUSTRIA E COMERCIO DE CALCADOS LTDA,SC,ATIVA,1998-02-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,356000.0,LUCRO REAL,DEMAIS,"15.31-9/01 Fabricação de calçados de couro
",02.414.127/0001-82,de 10.000.000 até 30.000.000,de 50 até 100,817,"17.811.820,58"
755,COMPANHIA FABRIL LEPPER,SC,ATIVA,1966-08-09T00:00:00.000,205-4 - Sociedade Anônima Fechada,,31200000.0,LUCRO REAL,DEMAIS,"13.51-1/00 Fabricação de artefatos têxteis para uso doméstico
",84.683.887/0001-50,de 100.000.000 até 300.000.000,acima de 500,0,-
756,N & C INDUSTRIA DE CALCADOS LTDA,SC,ATIVA,1994-01-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,148494.0,LUCRO REAL,DEMAIS,"15.33-5/00 Fabricação de calçados de material sintético
",74.020.041/0001-86,de 10.000.000 até 30.000.000,de 50 até 100,424,"843.614,99"
757,AGE DO BRASIL INDUSTRIA E COMERCIO LTDA,SC,BAIXADA,2002-01-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,14641704.0,LUCRO REAL,DEMAIS,,04.845.059/0001-31,de 30.000.000 até 100.000.000,de 100 até 500,0,-
758,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A,RS,ATIVA,2005-11-21T00:00:00.000,205-4 - Sociedade Anônima Fechada,,728407.31,LUCRO REAL,DEMAIS,"46.44-3/01 Comércio atacadista de medicamentos e drogas de uso humano
",07.752.236/0001-23,de 100.000.000 até 300.000.000,de 50 até 100,0,-
759,INPLAVEL INDUSTRIA DE PLASTICOS LTDA,SC,ATIVA,1982-08-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1000000.0,LUCRO PRESUMIDO,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",76.360.874/0001-11,de 10.000.000 até 30.000.000,de 100 até 500,0,-
760,COMERCIAL STECANELA DE MATERIAIS ELETRICOS LTDA,SC,ATIVA,1992-11-12T00:00:00.000,206-2 - Sociedade Empresária Limitada,,600000.0,,DEMAIS,"47.42-3/00 Comércio varejista de material elétrico
",95.767.943/0001-50,de 10.000.000 até 30.000.000,de 50 até 100,0,-
761,TECNOPALM INDUSTRIA E COMERCIO DE COMPONENTES PARA CALCADOS EIRELI,RS,ATIVA,1997-01-27T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,EPP,"15.40-8/00 Fabricação de partes para calçados, de qualquer material
",01.631.857/0001-72,de 1.500.000 até 4.800.000,de 10 até 50,0,-
762,DJC BRAZIL LTDA,SC,ATIVA,1997-06-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2000000.0,LUCRO REAL,DEMAIS,"20.73-8/00 Fabricação de impermeabilizantes, solventes e produtos afins
",01.892.664/0001-75,de 1.500.000 até 4.800.000,de 50 até 100,0,-
763,KUERTEN DISTRIBUIDORA DE PRODUTOS DE LIMPEZA LTDA,SC,ATIVA,1997-09-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1450000.0,LUCRO PRESUMIDO,DEMAIS,"46.49-4/08 Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar
",02.093.733/0001-43,,,,
764,COOPERATIVA CENTRAL AURORA ALIMENTOS,SC,ATIVA,1969-07-28T00:00:00.000,214-3 - Cooperativa,,,LUCRO REAL,DEMAIS,"10.13-9/01 Fabricação de produtos de carne
",83.310.441/0001-17,acima de 1.000.000.000,de 100 até 500,2,"19.653,00"
